Trigger	Timestamp
0	38070.1052972	0	201	0	0
0	39919.859678	0	202	0	0
0	40989.7761275	0	203	0	0
0	42059.988458	0	250	0	0
0	42609.9439439	0	205	0	0
0	43649.733326	0	240	0	0
0	43959.8833602	0	207	0	0
0	47569.7220303	0	208	0	0
1	49599.5661196	0	201	0	0
1	51249.529347	0	202	0	0
1	52319.7281884	0	203	0	0
1	53369.524444	0	252	0	0
1	53919.7195084	0	205	0	0
1	54979.4425827	0	241	0	0
1	55699.6140353	0	207	0	0
1	57799.714148	0	208	0	0
2	59829.4004732	0	201	0	0
2	61479.3373089	0	202	0	0
2	62529.4672736	0	203	0	0
2	63579.2421226	0	252	0	0
2	64149.3614955	0	205	0	0
2	65219.502275	0	241	0	0
2	65499.2792119	0	207	0	0
2	68459.2089042	0	208	0	0
3	70499.388591	0	201	0	0
3	72179.0651219	0	202	0	0
3	73229.0557969	0	203	0	0
3	74299.0974606	0	251	0	0
3	74859.2026289	0	205	0	0
3	75898.9673786	0	241	0	0
3	76209.2992227	0	207	0	0
3	80829.0529817	0	208	0	0
0	101968.355113	0	201	0	0
0	103418.319279	0	202	0	0
0	104468.41816	0	203	0	0
0	105518.386256	0	250	0	0
0	106068.589531	0	205	0	0
0	107118.23506	0	240	0	0
0	107368.282565	0	207	0	0
0	110228.32973	0	208	0	0
1	112268.13788	0	201	0	0
1	113898.394384	0	202	0	0
1	114948.050764	0	203	0	0
1	115978.165222	0	251	0	0
1	116528.350609	0	205	0	0
1	117617.991963	0	241	0	0
1	117868.285498	0	207	0	0
1	120478.214193	0	208	0	0
2	122508.203437	0	201	0	0
2	124258.005792	0	202	0	0
2	125308.047198	0	203	0	0
2	126377.954557	0	252	0	0
2	126927.95139	0	205	0	0
2	127977.78606	0	241	0	0
2	128277.911626	0	207	0	0
2	130507.775304	0	208	0	0
3	132537.856333	0	201	0	0
3	134107.73818	0	202	0	0
3	135157.899521	0	203	0	0
3	136207.614256	0	251	0	0
3	136757.620472	0	205	0	0
3	137807.556898	0	241	0	0
3	138027.490238	0	207	0	0
3	140707.733312	0	208	0	0
4	142737.502918	0	201	0	0
4	144087.569894	0	202	0	0
4	145137.636519	0	203	0	0
4	146187.344802	0	251	0	0
4	146737.317296	0	205	0	0
4	147807.312041	0	241	0	0
4	152887.169678	0	208	0	0
5	154917.139275	0	201	0	0
5	156597.355663	0	202	0	0
5	157647.07597	0	203	0	0
5	158697.053742	0	252	0	0
5	159267.099218	0	205	0	0
5	160317.237686	0	240	0	0
5	165376.975716	0	208	0	0
6	167416.834596	0	201	0	0
6	169146.851053	0	202	0	0
6	170196.815923	0	203	0	0
6	171246.779619	0	250	0	0
6	171776.728396	0	205	0	0
6	172826.93607	0	240	0	0
6	177906.583452	0	208	0	0
7	179946.794809	0	201	0	0
7	181246.523326	0	202	0	0
7	182296.691119	0	203	0	0
7	183376.554034	0	250	0	0
7	183946.514177	0	205	0	0
7	184996.432715	0	240	0	0
7	190056.426451	0	208	0	0
8	192086.263502	0	201	0	0
8	193856.323582	0	202	0	0
8	194926.194286	0	203	0	0
8	195986.358102	0	252	0	0
8	196556.178075	0	205	0	0
8	197616.170345	0	240	0	0
8	202686.355404	0	208	0	0
9	204716.085422	0	201	0	0
9	206416.133749	0	202	0	0
9	207466.017977	0	203	0	0
9	208516.214801	0	251	0	0
9	209065.859744	0	205	0	0
9	210115.853351	0	241	0	0
9	215185.825516	0	208	0	0
10	337043.263123	0	201	0	0
10	338982.911339	0	202	0	0
10	340043.202716	0	203	0	0
10	341093.091636	0	252	0	0
10	341653.117629	0	205	0	0
10	342702.836175	0	240	0	0
10	343362.953484	0	207	0	0
10	345472.901826	0	208	0	0
11	347502.937696	0	201	0	0
11	349022.74588	0	202	0	0
11	350072.889041	0	203	0	0
11	351122.622836	0	251	0	0
11	351672.816434	0	205	0	0
11	352722.631164	0	241	0	0
11	357792.690716	0	208	0	0
12	359822.717788	0	201	0	0
