Trigger	Timestamp
0	96908.5259606	0	201	0	0
0	99123.5842898	0	202	0	0
0	100206.62433	0	203	0	0
0	101256.658258	0	250	0	0
0	101822.706258	0	205	0	0
0	102889.785891	0	240	0	0
0	103973.078707	0	208	0	0
1	106005.087495	0	201	0	0
1	107537.950211	0	202	0	0
1	108603.951291	0	203	0	0
1	109654.042695	0	251	0	0
1	110220.06137	0	205	0	0
1	111270.202919	0	241	0	0
1	111372.140795	0	207	0	0
1	114919.252251	0	208	0	0
2	116985.677069	0	201	0	0
2	118717.355898	0	202	0	0
2	119784.455178	0	203	0	0
2	120833.569786	0	251	0	0
2	121400.620388	0	205	0	0
2	122449.653766	0	241	0	0
2	122969.614319	0	207	0	0
2	127498.800631	0	208	0	0
3	129530.853112	0	201	0	0
3	131080.982638	0	202	0	0
3	132146.95762	0	203	0	0
3	133195.999503	0	252	0	0
3	133745.992084	0	205	0	0
3	134796.071465	0	241	0	0
3	135681.346965	0	207	0	0
3	139544.281062	0	208	0	0
4	141577.415615	0	201	0	0
4	143310.482956	0	202	0	0
4	144359.492582	0	203	0	0
4	145442.523825	0	250	0	0
4	145992.551008	0	205	0	0
4	147042.718949	0	240	0	0
4	147460.615825	0	207	0	0
4	151991.129653	0	208	0	0
5	154022.832001	0	201	0	0
5	155505.944062	0	202	0	0
5	156555.990013	0	203	0	0
5	157622.28815	0	252	0	0
5	158172.242316	0	205	0	0
5	159222.22434	0	241	0	0
5	160157.160175	0	207	0	0
5	163836.273498	0	208	0	0
6	165869.319785	0	201	0	0
6	167319.715166	0	202	0	0
6	168368.735056	0	203	0	0
6	169418.500665	0	252	0	0
6	169968.586498	0	205	0	0
6	171017.600523	0	240	0	0
6	172152.655356	0	207	0	0
6	174499.995015	0	208	0	0
7	176533.064761	0	201	0	0
7	177899.084667	0	202	0	0
7	178964.914493	0	203	0	0
7	179997.926763	0	251	0	0
7	180547.980339	0	205	0	0
7	181615.047362	0	241	0	0
7	182100.084865	0	207	0	0
7	185296.248878	0	208	0	0
8	187346.452301	0	201	0	0
8	189078.280978	0	202	0	0
8	190145.357972	0	203	0	0
8	191194.367891	0	252	0	0
8	191761.406177	0	205	0	0
8	192811.512243	0	241	0	0
8	193729.456331	0	207	0	0
8	197475.9786	0	208	0	0
0	248942.812964	0	201	0	0
0	250925.862857	0	202	0	0
0	251975.886815	0	203	0	0
0	253042.167357	0	250	0	0
0	253591.966397	0	205	0	0
0	254641.246687	0	240	0	0
0	255028.026824	0	207	0	0
